date,hires,hires_private,unemp,vacancies,empl,ur,eeflow,find_crude,sep_crude,lf,sep_approx,sep,find
2015-08-01,5163,4822,7992,5467,142130,5.1,142418,0.646021021021021,0.03471767341630355,150122,0.03537606416660799,0.03474133872068219,0.47909511586741116
2015-09-01,5287,4964,7907,5488,142265,5,142869,0.668648033388137,0.03519200175727038,150172,0.034913717358450724,0.03427316666183822,0.49551556540771124
2015-10-01,5338,4978,7922,5773,142585,5,142765,0.6738197424892703,0.0354641969731195,150507,0.03585931198933967,0.03519654376041592,0.49578846195314796
2015-11-01,5358,5007,8000,5708,142810,5.1,143102,0.66975,0.03599288724973656,150810,0.03560675022757509,0.034947279106677165,0.4948262413622275
2015-12-01,5540,5168,7907,5845,143083,5,143496,0.7006449981029468,0.036876052531734045,150990,0.03791505629599601,0.03719052045775617,0.5066053462410709
2016-01-01,5220,4867,7627,6012,143198,4.8,143953,0.6844106463878327,0.03450809981787392,150825,0.03497255548261846,0.03434295582557967,0.501072930922537
2016-02-01,5470,5126,7702,5770,143410,4.9,144655,0.7102051415216827,0.03659311454738429,151112,0.03635729725960535,0.03567285280221899,0.5151015732450246
2016-03-01,5359,4995,7961,6129,143666,5,144846,0.6731566386132395,0.03542929676911787,151627,0.035979285286706686,0.03531664909524834,0.4945537413723027
2016-04-01,5294,4952,8067,5803,143856,5.1,144974,0.6562538738068675,0.0352675949042679,151923,0.03648787676565457,0.03582468038892006,0.48227546545974365
2016-05-01,5197,4838,7652,5777,143901,4.8,144848,0.6791688447464715,0.03424380729814142,151553,0.0343708521830981,0.033757778892271384,0.4993977883340601
2016-06-01,5281,4929,7744,5742,144152,4.9,145065,0.6819473140495868,0.0351371381581806,151896,0.03411676563627286,0.0334996505847841,0.5036372687846837
2016-07-01,5426,5021,7641,5962,144515,4.8,145254,0.7101164769009292,0.03580419211265189,152156,0.036515240632460255,0.03583834812710385,0.5122886683734316
2016-08-01,5327,4977,7784,5677,144664,4.9,145552,0.6843525179856115,0.03526106559547315,152448,0.03477022617928438,0.03413804889296579,0.5031115555053389
2016-09-01,5306,4912,7953,5868,144961,5,145571,0.667169621526468,0.035114190606656215,152914,0.03585792040617819,0.03520968001369695,0.4894648252648067
2016-10-01,5210,4895,7811,5591,145069,4.9,145613,0.6670080655485854,0.03436739769913847,152880,0.03508675182154697,0.03446425895490901,0.4897277507115698
2016-11-01,5308,4976,7553,5971,145189,4.7,145345,0.7027671124056666,0.034659028628611054,152742,0.035050864734931686,0.034418041790502896,0.5105470293858364
2016-12-01,5343,5011,7521,5964,145408,4.7,145605,0.710410849621061,0.0350360020274815,152929,0.03515625,0.034518349082034216,0.5146899604888429
2017-01-01,5499,5147,7468,5617,145639,4.7,145633,0.7363417246920193,0.036314859454905465,153107,0.03634328716895885,0.03566587822899203,0.5267142444726725
2017-02-01,5350,5004,7379,5923,145845,4.6,145967,0.7250304919365768,0.0349595415399188,153224,0.03579142240049371,0.03514300583330243,0.5192160941295001
2017-03-01,5395,5058,7073,5811,145975,4.4,146521,0.7627597907535699,0.03510609915602205,153048,0.035608837129645465,0.034958990217128894,0.5393235134992416
2017-04-01,5272,4937,7089,6091,146172,4.4,146767,0.7436874030187615,0.03422829051550785,153261,0.03458254658894999,0.03396648098914734,0.530857850517978
2017-05-01,5477,5127,7000,5826,146389,4.4,146808,0.7824285714285715,0.036011356843992835,153389,0.036054621590420055,0.03538862913032437,0.5485766521804517
2017-06-01,5635,5295,6873,6305,146588,4.3,146733,0.8198748726902372,0.03683868288994796,153461,0.0371858542309057,0.036480337768128424,0.5651199068246429
2017-07-01,5497,5148,6892,6238,146772,4.3,146981,0.7975914103308184,0.035837440589577003,153664,0.036532853677813226,0.035857290038678435,0.5536430316728149
2017-08-01,5519,5210,7082,6276,146907,4.4,147308,0.77929963287207,0.035867347119635025,153989,0.03694173865098327,0.036256503048576305,0.5439355725867021
2017-09-01,5450,5095,6854,6320,146999,4.3,147413,0.7951561132185585,0.03572801762633021,153853,0.03606827257328282,0.03540795075945091,0.5529588134824177
2017-10-01,5581,5227,6700,6408,147147,4.2,147372,0.8329850746268657,0.036519178637085974,153847,0.03636499554866901,0.03568417969636595,0.5724929506569922
2017-11-01,5494,5125,6774,6271,147377,4.2,147287,0.811042220253912,0.0355571745831569,154151,0.03630145816511399,0.035633261856314546,0.560031931094541
2017-12-01,5421,5062,6632,6336,147521,4.1,147585,0.8174004825090471,0.03494621458067875,154153,0.03573728486113836,0.03508873674809676,0.5631127466708621
2018-01-01,5512,5185,6489,6621,147670,4,147750,0.8494375096316844,0.03539322956798685,154159,0.03469899099343132,0.034059654818257123,0.5851533046060114
2018-02-01,5624,5271,6581,6552,148058,4.1,148667,0.8545813706123689,0.03653580416590941,154639,0.03647894743951696,0.03579497731794412,0.5817361286895234
2018-03-01,5623,5282,6472,6818,148281,4,148887,0.8688195302843016,0.0362008137618459,154753,0.03694337103202705,0.036251782661731013,0.58531090584432
2018-04-01,5590,5240,6459,6877,148426,4,148892,0.8654590493884502,0.036060793724518765,154885,0.035445272391629534,0.03478634593780949,0.5900676472938247
2018-05-01,5859,5504,6196,7016,148755,3.8,149550,0.9456100710135571,0.03735258076768729,154951,0.03796847164801187,0.03723063331255794,0.6189563541815268
2018-06-01,5760,5373,6447,7230,148966,4,149546,0.893438808748255,0.03722661703117729,155413,0.038290616650779374,0.03755982693831239,0.5926013388105078
2018-07-01,5649,5303,6195,7190,149022,3.8,149450,0.911864406779661,0.03601959195179534,155217,0.036229549999328925,0.03555165191539755,0.606949773477274
2018-08-01,5815,5426,6156,7208,149272,3.8,149139,0.9446068875893437,0.037312953979620644,155428,0.038359504796612875,0.03762202239123846,0.6142847294402163
2018-09-01,5625,5287,6073,7411,149361,3.7,149509,0.9262308578956034,0.03558727076026722,155434,0.036555727398718596,0.035876058019022605,0.6098185596059085
2018-10-01,5907,5562,6211,7304,149526,3.8,149919,0.9510545805828369,0.0375676445552472,155737,0.038862806468440314,0.03810525964327671,0.6170049250883485
2018-11-01,5826,5461,6115,7594,149622,3.8,150244,0.9527391659852821,0.03763418742977206,155737,0.037715041905602154,0.03699034841801074,0.6208165522651687
2018-12-01,5768,5400,6389,7489,149805,3.9,150384,0.9028016904053843,0.036638153929042655,156194,0.03644070625146023,0.035748313356968264,0.6050355420952018
2019-01-01,5814,5430,6439,7517,150114,4,150277,0.9029352383910545,0.03762230159962727,156553,0.03887712005542454,0.03813385953899773,0.5938968873028544
2019-02-01,5680,5326,6115,7072,150092,3.8,150321,0.92886345053148,0.036691071850515844,156207,0.03632438770887192,0.03564582508845815,0.613078335562429
2019-03-01,5698,5344,6182,7337,150320,3.8,150525,0.9217081850533808,0.03640843142622502,156502,0.03628924960085156,0.035610251546302596,0.6106739979960927
2019-04-01,6011,5643,5911,7191,150563,3.6,150589,1.0169176112332938,0.03797617635311057,156474,0.039478490731454596,0.038700874374506644,0.6407606894950939
2019-05-01,5725,5396,5941,7311,150630,3.7,150549,0.9636424844302306,0.03702468527925082,156571,0.0368983602204076,0.03620608638561151,0.6246102990805822
2019-06-01,5768,5413,5909,7139,150797,3.6,150656,0.976138094432222,0.036453289833568464,156706,0.03770632041751498,0.03699435444411403,0.6262439651071703
2019-07-01,5886,5537,6008,7051,150879,3.7,151030,0.979693741677763,0.03764140025137823,156887,0.037473737233147064,0.03675238056133723,0.6330255577535937
2019-08-01,5914,5491,5981,7172,151111,3.7,151449,0.9887978598896505,0.037991195032104956,157092,0.03776693953451438,0.03703761192093702,0.6355502234007264
2019-09-01,5973,5607,5775,7160,151318,3.5,151895,1.0342857142857143,0.037512953367875655,157093,0.03862065319393593,0.03786844854264537,0.6494127927974491
2019-10-01,5805,5432,5957,7325,151447,3.6,152192,0.9744838005707571,0.03639151122463409,157404,0.036910602388954605,0.03621232065621116,0.6304971636195003
2019-11-01,5868,5476,5911,6919,151662,3.6,152508,0.9927254271696836,0.03707273379471848,157573,0.03801875222534323,0.03729272816082174,0.6331884298723147
2019-12-01,5913,5557,5870,6709,151764,3.6,152355,1.0073253833049405,0.03761796037238367,157634,0.036761023694683814,0.03605435189846207,0.6473897684683574
2020-01-01,6014,5618,5804,7184,152098,3.5,151976,1.0361819434872501,0.03758172852026296,157902,0.03774540099146606,0.03700912434407011,0.6555909013534866
2020-02-01,5998,5591,5708,6995,152371,3.5,152503,1.0508058864751226,0.038112130597543314,158079,0.048729745161480875,0.047781622716388306,0.600313614818139
2020-03-01,5172,4782,7184,5794,150944,4.4,150067,0.7199331848552338,0.03313500013978064,158128,0.17016906932372267,0.16721696006956854,0.24344435587689273
2020-04-01,4052,3826,23050,4686,130430,14.7,128530,0.17579175704989153,0.030294710769442033,153480,0.010940734493598114,0.010773091406713342,0.17038835676065245
2020-05-01,8098,7845,20939,5581,133055,13.2,123905,0.3867424423324896,0.058813366806323306,153994,0.026552929239788026,0.02576544858757901,0.3549505276698266
2020-06-01,7488,7218,17624,6119,137620,11,129849,0.424875170222424,0.05251266148816476,155244,0.04391803516930681,0.04274663226400588,0.3589849690572281
2020-07-01,6255,5917,16324,6514,139064,10.2,134582,0.38317814261210487,0.04352357521874687,155388,0.032503020192141796,0.03178435206535446,0.33400256120991645
2020-08-01,5938,5404,13521,6360,140799,8.4,137848,0.43916870053990087,0.040273112276584797,154320,0.03534826241663647,0.03461407541808059,0.36670813971768945
2020-09-01,5949,5611,12599,6512,141760,7.9,140153,0.4721803317723629,0.040501895993503435,154359,0.03689334085778784,0.03613057422457355,0.3857673844677484
2020-10-01,6135,5791,11090,6820,142479,6.9,141466,0.5532010820559062,0.04099986537256448,153569,0.04120607247383823,0.04033179395803521,0.4291245388282482
2020-11-01,5906,5570,10760,6875,142743,6.7,143038,0.5488847583643123,0.039416161640309665,153503,0.04325255879447676,0.042369711178009584,0.4180903978059578
2020-12-01,5598,5267,10795,6854,142475,6.7,143007,0.5185734136174155,0.037239462714219546,153270,0.0358238287418845,0.03512957378844206,0.41254927881162695
2021-01-01,5647,5256,10155,7175,142969,6.3,143161,0.556080748399803,0.03738856686145954,153124,0.035476222118081546,0.03478519277214531,0.43677121780423267
2021-02-01,5864,5542,9982,7760,143544,6.2,143412,0.5874574233620516,0.0388298083672145,153526,0.03538984562224823,0.034677364942039546,0.45898952600618437
2021-03-01,6105,5723,9712,8399,144328,6.1,144035,0.6286037891268533,0.04083581590706928,154040,0.040317887035086764,0.03947734877824782,0.47225108452333375
2021-04-01,6170,5805,9737,9288,144614,6.1,144120,0.6336654000205402,0.04116463195021613,154351,0.03933229147938655,0.03850548926544228,0.47886416262388876
2021-05-01,6036,5715,9257,9840,145096,5.8,144561,0.6520470994922761,0.040147273641774964,154353,0.03682389590340185,0.0360690633377605,0.49373850431637867
2021-06-01,6543,6150,9508,10069,145789,5.9,145028,0.6881573411863694,0.04314695337937917,155297,0.03960518283272396,0.0387303559053902,0.5138186885465978
2021-07-01,6555,6164,8704,10882,146558,5.4,145430,0.7531020220588235,0.042988910350080844,155262,0.04020251368059058,0.03931737728242779,0.5449634483288093
2021-08-01,6415,6044,8324,10960,147221,5.2,146274,0.7706631427198463,0.0422726618369536,155545,0.03979051901562958,0.038936595854005995,0.551283961071714
2021-09-01,6629,6280,7677,10882,147778,4.8,147093,0.8634883418001824,0.04353722731765626,155455,0.039572872822747684,0.03869918514730275,0.6006087002944489
2021-10-01,6667,6292,7345,11368,148559,4.5,147419,0.9076923076923077,0.0427708417237213,155904,0.04074475460927984,0.03984462859687765,0.6149399258872656
2021-11-01,6843,6450,6780,11232,149173,4.2,148404,1.00929203539823,0.044248711364014266,155953,0.04205854946940801,0.04110905855832048,0.6543091125027355
2021-12-01,6632,6233,6329,11826,149742,3.9,149614,1.0478748617475115,0.0425256187389729,156071,0.04185866356800361,0.04094561691111176,0.6621079494794391
2022-01-01,6496,6099,6511,11487,150106,4,149587,0.9976962064199048,0.041570675267496034,156617,0.03725367407032365,0.03645986841226356,0.6629457004843782
2022-02-01,6800,6384,6272,11601,151010,3.8,150669,1.0841836734693877,0.04282638211209639,157282,0.04228859015959208,0.041351018356505786,0.6765804837038643
2022-03-01,6577,6191,5972,12027,151424,3.6,151648,1.1013060951105158,0.04112761351035122,157396,0.04175692096365169,0.040863316747161704,0.6769962668391631
2022-04-01,6572,6177,5968,11755,151678,3.6,151560,1.101206434316354,0.04112389173795514,157646,0.04092880971531798,0.0400551326467683,0.6811448447104023
2022-05-01,6545,6142,5979,11443,152042,3.6,151616,1.0946646596420806,0.04087959309866692,158021,0.040613777771931425,0.039752378935388966,0.6791623745173824
2022-06-01,6448,6047,5945,10961,152412,3.6,151638,1.0846089150546678,0.040504067367186765,158357,0.03857963939847253,0.037775437853690086,0.6835409110232102
2022-07-01,6340,5935,5718,11380,152980,3.5,151614,1.1087792934592515,0.04021479302701949,158698,0.03914237155183686,0.038342668155466164,0.6837784684663288
2022-08-01,6478,6061,6021,10198,153332,3.7,151838,1.075901013120744,0.0413378374719289,159353,0.039965564917955776,0.03913340945672894,0.6719559039830798
2022-09-01,6226,5828,5770,10854,153682,3.5,152382,1.0790294627383015,0.0391357836226327,159452,0.0384039770435054,0.037636726573363255,0.6725680933845315
2022-10-01,6164,5777,6053,10471,154006,3.7,152319,1.0183380142078309,0.03912617500071625,160059,0.03814137111541105,0.037388392865586706,0.649382205669181
2022-11-01,6253,5825,6000,10746,154296,3.6,152058,1.0421666666666667,0.038919087136929466,160296,0.03897703116088558,0.03819799865557871,0.6560995911616688
2022-12-01,6251,5809,5722,11234,154535,3.5,152259,1.0924501922404755,0.03962254583255611,160257,0.03739605914517752,0.036650187199620654,0.6831422721990756
2023-01-01,6327,5917,5694,10563,155007,3.4,153035,1.1111696522655428,0.03910949086648909,160701,0.03921758372202544,0.03842818783458468,0.6804853898518975
2023-02-01,6150,5754,5936,9974,155255,3.6,153634,1.0360512129380053,0.038690709196854974,161191,0.03821455025603038,0.03746773437185347,0.6531972763254281
2023-03-01,6066,5671,5839,9745,155472,3.5,154409,1.0388765199520467,0.03767945927287216,161311,0.03762092209529688,0.036896618424225425,0.6543347684109485
2023-04-01,6101,5709,5657,10320,155689,3.4,154550,1.078486830475517,0.03795916380555651,161346,0.03738221711232004,0.03665945518539193,0.6709124029015796
2023-05-01,6231,5828,6097,9616,155970,3.7,154673,1.021978021978022,0.039266029920235535,162067,0.03876386484580363,0.03799991351931542,0.6467759293827546
2023-06-01,5905,5517,5957,9582,156155,3.6,154531,0.9912707738794695,0.03701841064280177,162112,NA,NA,NA
