FRED_symbol,date,lvl,series
UNEMPLOY,1958-07-01,5079,unemp
UNEMPLOY,1958-08-01,5025,unemp
UNEMPLOY,1958-09-01,4821,unemp
UNEMPLOY,1958-10-01,4570,unemp
UNEMPLOY,1958-11-01,4188,unemp
UNEMPLOY,1958-12-01,4191,unemp
UNEMPLOY,1959-01-01,4068,unemp
UNEMPLOY,1959-02-01,3965,unemp
UNEMPLOY,1959-03-01,3801,unemp
UNEMPLOY,1959-04-01,3571,unemp
UNEMPLOY,1959-05-01,3479,unemp
UNEMPLOY,1959-06-01,3429,unemp
UNEMPLOY,1959-07-01,3528,unemp
UNEMPLOY,1959-08-01,3588,unemp
UNEMPLOY,1959-09-01,3775,unemp
UNEMPLOY,1959-10-01,3910,unemp
UNEMPLOY,1959-11-01,4003,unemp
UNEMPLOY,1959-12-01,3653,unemp
UNEMPLOY,1960-01-01,3615,unemp
UNEMPLOY,1960-02-01,3329,unemp
UNEMPLOY,1960-03-01,3726,unemp
UNEMPLOY,1960-04-01,3620,unemp
UNEMPLOY,1960-05-01,3569,unemp
UNEMPLOY,1960-06-01,3766,unemp
UNEMPLOY,1960-07-01,3836,unemp
UNEMPLOY,1960-08-01,3946,unemp
UNEMPLOY,1960-09-01,3884,unemp
UNEMPLOY,1960-10-01,4252,unemp
UNEMPLOY,1960-11-01,4330,unemp
UNEMPLOY,1960-12-01,4617,unemp
UNEMPLOY,1961-01-01,4671,unemp
UNEMPLOY,1961-02-01,4832,unemp
UNEMPLOY,1961-03-01,4853,unemp
UNEMPLOY,1961-04-01,4893,unemp
UNEMPLOY,1961-05-01,5003,unemp
UNEMPLOY,1961-06-01,4885,unemp
UNEMPLOY,1961-07-01,4928,unemp
UNEMPLOY,1961-08-01,4682,unemp
UNEMPLOY,1961-09-01,4676,unemp
UNEMPLOY,1961-10-01,4573,unemp
UNEMPLOY,1961-11-01,4295,unemp
UNEMPLOY,1961-12-01,4177,unemp
UNEMPLOY,1962-01-01,4081,unemp
UNEMPLOY,1962-02-01,3871,unemp
UNEMPLOY,1962-03-01,3921,unemp
UNEMPLOY,1962-04-01,3906,unemp
UNEMPLOY,1962-05-01,3863,unemp
UNEMPLOY,1962-06-01,3844,unemp
UNEMPLOY,1962-07-01,3819,unemp
UNEMPLOY,1962-08-01,4013,unemp
UNEMPLOY,1962-09-01,3961,unemp
UNEMPLOY,1962-10-01,3803,unemp
UNEMPLOY,1962-11-01,4024,unemp
UNEMPLOY,1962-12-01,3907,unemp
UNEMPLOY,1963-01-01,4074,unemp
UNEMPLOY,1963-02-01,4238,unemp
UNEMPLOY,1963-03-01,4072,unemp
UNEMPLOY,1963-04-01,4055,unemp
UNEMPLOY,1963-05-01,4217,unemp
UNEMPLOY,1963-06-01,3977,unemp
UNEMPLOY,1963-07-01,4051,unemp
UNEMPLOY,1963-08-01,3878,unemp
UNEMPLOY,1963-09-01,3957,unemp
UNEMPLOY,1963-10-01,3987,unemp
UNEMPLOY,1963-11-01,4151,unemp
UNEMPLOY,1963-12-01,3975,unemp
UNEMPLOY,1964-01-01,4029,unemp
UNEMPLOY,1964-02-01,3932,unemp
UNEMPLOY,1964-03-01,3950,unemp
UNEMPLOY,1964-04-01,3918,unemp
UNEMPLOY,1964-05-01,3764,unemp
UNEMPLOY,1964-06-01,3814,unemp
UNEMPLOY,1964-07-01,3608,unemp
UNEMPLOY,1964-08-01,3655,unemp
UNEMPLOY,1964-09-01,3712,unemp
UNEMPLOY,1964-10-01,3726,unemp
UNEMPLOY,1964-11-01,3551,unemp
UNEMPLOY,1964-12-01,3651,unemp
UNEMPLOY,1965-01-01,3572,unemp
UNEMPLOY,1965-02-01,3730,unemp
UNEMPLOY,1965-03-01,3510,unemp
UNEMPLOY,1965-04-01,3595,unemp
UNEMPLOY,1965-05-01,3432,unemp
UNEMPLOY,1965-06-01,3387,unemp
UNEMPLOY,1965-07-01,3301,unemp
UNEMPLOY,1965-08-01,3254,unemp
UNEMPLOY,1965-09-01,3216,unemp
UNEMPLOY,1965-10-01,3143,unemp
UNEMPLOY,1965-11-01,3073,unemp
UNEMPLOY,1965-12-01,3031,unemp
UNEMPLOY,1966-01-01,2988,unemp
UNEMPLOY,1966-02-01,2820,unemp
UNEMPLOY,1966-03-01,2887,unemp
UNEMPLOY,1966-04-01,2828,unemp
UNEMPLOY,1966-05-01,2950,unemp
UNEMPLOY,1966-06-01,2872,unemp
UNEMPLOY,1966-07-01,2876,unemp
UNEMPLOY,1966-08-01,2900,unemp
UNEMPLOY,1966-09-01,2798,unemp
UNEMPLOY,1966-10-01,2798,unemp
UNEMPLOY,1966-11-01,2770,unemp
UNEMPLOY,1966-12-01,2912,unemp
UNEMPLOY,1967-01-01,2968,unemp
UNEMPLOY,1967-02-01,2915,unemp
UNEMPLOY,1967-03-01,2889,unemp
UNEMPLOY,1967-04-01,2895,unemp
UNEMPLOY,1967-05-01,2929,unemp
UNEMPLOY,1967-06-01,2992,unemp
UNEMPLOY,1967-07-01,2944,unemp
UNEMPLOY,1967-08-01,2945,unemp
UNEMPLOY,1967-09-01,2958,unemp
UNEMPLOY,1967-10-01,3143,unemp
UNEMPLOY,1967-11-01,3066,unemp
UNEMPLOY,1967-12-01,3018,unemp
UNEMPLOY,1968-01-01,2878,unemp
UNEMPLOY,1968-02-01,3001,unemp
UNEMPLOY,1968-03-01,2877,unemp
UNEMPLOY,1968-04-01,2709,unemp
UNEMPLOY,1968-05-01,2740,unemp
UNEMPLOY,1968-06-01,2938,unemp
UNEMPLOY,1968-07-01,2883,unemp
UNEMPLOY,1968-08-01,2768,unemp
UNEMPLOY,1968-09-01,2686,unemp
UNEMPLOY,1968-10-01,2689,unemp
UNEMPLOY,1968-11-01,2715,unemp
UNEMPLOY,1968-12-01,2685,unemp
UNEMPLOY,1969-01-01,2718,unemp
UNEMPLOY,1969-02-01,2692,unemp
UNEMPLOY,1969-03-01,2712,unemp
UNEMPLOY,1969-04-01,2758,unemp
UNEMPLOY,1969-05-01,2713,unemp
UNEMPLOY,1969-06-01,2816,unemp
UNEMPLOY,1969-07-01,2868,unemp
UNEMPLOY,1969-08-01,2856,unemp
UNEMPLOY,1969-09-01,3040,unemp
UNEMPLOY,1969-10-01,3049,unemp
UNEMPLOY,1969-11-01,2856,unemp
UNEMPLOY,1969-12-01,2884,unemp
UNEMPLOY,1970-01-01,3201,unemp
UNEMPLOY,1970-02-01,3453,unemp
UNEMPLOY,1970-03-01,3635,unemp
UNEMPLOY,1970-04-01,3797,unemp
UNEMPLOY,1970-05-01,3919,unemp
UNEMPLOY,1970-06-01,4071,unemp
UNEMPLOY,1970-07-01,4175,unemp
UNEMPLOY,1970-08-01,4256,unemp
UNEMPLOY,1970-09-01,4456,unemp
UNEMPLOY,1970-10-01,4591,unemp
UNEMPLOY,1970-11-01,4898,unemp
UNEMPLOY,1970-12-01,5076,unemp
UNEMPLOY,1971-01-01,4986,unemp
UNEMPLOY,1971-02-01,4903,unemp
UNEMPLOY,1971-03-01,4987,unemp
UNEMPLOY,1971-04-01,4959,unemp
UNEMPLOY,1971-05-01,4996,unemp
UNEMPLOY,1971-06-01,4949,unemp
UNEMPLOY,1971-07-01,5035,unemp
UNEMPLOY,1971-08-01,5134,unemp
UNEMPLOY,1971-09-01,5042,unemp
UNEMPLOY,1971-10-01,4954,unemp
UNEMPLOY,1971-11-01,5161,unemp
UNEMPLOY,1971-12-01,5154,unemp
UNEMPLOY,1972-01-01,5019,unemp
UNEMPLOY,1972-02-01,4928,unemp
UNEMPLOY,1972-03-01,5038,unemp
UNEMPLOY,1972-04-01,4959,unemp
UNEMPLOY,1972-05-01,4922,unemp
UNEMPLOY,1972-06-01,4923,unemp
UNEMPLOY,1972-07-01,4913,unemp
UNEMPLOY,1972-08-01,4939,unemp
UNEMPLOY,1972-09-01,4849,unemp
UNEMPLOY,1972-10-01,4875,unemp
UNEMPLOY,1972-11-01,4602,unemp
UNEMPLOY,1972-12-01,4543,unemp
UNEMPLOY,1973-01-01,4326,unemp
UNEMPLOY,1973-02-01,4452,unemp
UNEMPLOY,1973-03-01,4394,unemp
UNEMPLOY,1973-04-01,4459,unemp
UNEMPLOY,1973-05-01,4329,unemp
UNEMPLOY,1973-06-01,4363,unemp
UNEMPLOY,1973-07-01,4305,unemp
UNEMPLOY,1973-08-01,4305,unemp
UNEMPLOY,1973-09-01,4350,unemp
UNEMPLOY,1973-10-01,4144,unemp
UNEMPLOY,1973-11-01,4396,unemp
UNEMPLOY,1973-12-01,4489,unemp
UNEMPLOY,1974-01-01,4644,unemp
UNEMPLOY,1974-02-01,4731,unemp
UNEMPLOY,1974-03-01,4634,unemp
UNEMPLOY,1974-04-01,4618,unemp
UNEMPLOY,1974-05-01,4705,unemp
UNEMPLOY,1974-06-01,4927,unemp
UNEMPLOY,1974-07-01,5063,unemp
UNEMPLOY,1974-08-01,5022,unemp
UNEMPLOY,1974-09-01,5437,unemp
UNEMPLOY,1974-10-01,5523,unemp
UNEMPLOY,1974-11-01,6140,unemp
UNEMPLOY,1974-12-01,6636,unemp
UNEMPLOY,1975-01-01,7501,unemp
UNEMPLOY,1975-02-01,7520,unemp
UNEMPLOY,1975-03-01,7978,unemp
UNEMPLOY,1975-04-01,8210,unemp
UNEMPLOY,1975-05-01,8433,unemp
UNEMPLOY,1975-06-01,8220,unemp
UNEMPLOY,1975-07-01,8127,unemp
UNEMPLOY,1975-08-01,7928,unemp
UNEMPLOY,1975-09-01,7923,unemp
UNEMPLOY,1975-10-01,7897,unemp
UNEMPLOY,1975-11-01,7794,unemp
UNEMPLOY,1975-12-01,7744,unemp
UNEMPLOY,1976-01-01,7534,unemp
UNEMPLOY,1976-02-01,7326,unemp
UNEMPLOY,1976-03-01,7230,unemp
UNEMPLOY,1976-04-01,7330,unemp
UNEMPLOY,1976-05-01,7053,unemp
UNEMPLOY,1976-06-01,7322,unemp
UNEMPLOY,1976-07-01,7490,unemp
UNEMPLOY,1976-08-01,7518,unemp
UNEMPLOY,1976-09-01,7380,unemp
UNEMPLOY,1976-10-01,7430,unemp
UNEMPLOY,1976-11-01,7620,unemp
UNEMPLOY,1976-12-01,7545,unemp
UNEMPLOY,1977-01-01,7280,unemp
UNEMPLOY,1977-02-01,7443,unemp
UNEMPLOY,1977-03-01,7307,unemp
UNEMPLOY,1977-04-01,7059,unemp
UNEMPLOY,1977-05-01,6911,unemp
UNEMPLOY,1977-06-01,7134,unemp
UNEMPLOY,1977-07-01,6829,unemp
UNEMPLOY,1977-08-01,6925,unemp
UNEMPLOY,1977-09-01,6751,unemp
UNEMPLOY,1977-10-01,6763,unemp
UNEMPLOY,1977-11-01,6815,unemp
UNEMPLOY,1977-12-01,6386,unemp
UNEMPLOY,1978-01-01,6489,unemp
UNEMPLOY,1978-02-01,6318,unemp
UNEMPLOY,1978-03-01,6337,unemp
UNEMPLOY,1978-04-01,6180,unemp
UNEMPLOY,1978-05-01,6127,unemp
UNEMPLOY,1978-06-01,6028,unemp
UNEMPLOY,1978-07-01,6309,unemp
UNEMPLOY,1978-08-01,6080,unemp
UNEMPLOY,1978-09-01,6125,unemp
UNEMPLOY,1978-10-01,5947,unemp
UNEMPLOY,1978-11-01,6077,unemp
UNEMPLOY,1978-12-01,6228,unemp
UNEMPLOY,1979-01-01,6109,unemp
UNEMPLOY,1979-02-01,6173,unemp
UNEMPLOY,1979-03-01,6109,unemp
UNEMPLOY,1979-04-01,6069,unemp
UNEMPLOY,1979-05-01,5840,unemp
UNEMPLOY,1979-06-01,5959,unemp
UNEMPLOY,1979-07-01,5996,unemp
UNEMPLOY,1979-08-01,6320,unemp
UNEMPLOY,1979-09-01,6190,unemp
UNEMPLOY,1979-10-01,6296,unemp
UNEMPLOY,1979-11-01,6238,unemp
UNEMPLOY,1979-12-01,6325,unemp
UNEMPLOY,1980-01-01,6683,unemp
UNEMPLOY,1980-02-01,6702,unemp
UNEMPLOY,1980-03-01,6729,unemp
UNEMPLOY,1980-04-01,7358,unemp
UNEMPLOY,1980-05-01,7984,unemp
UNEMPLOY,1980-06-01,8098,unemp
UNEMPLOY,1980-07-01,8363,unemp
UNEMPLOY,1980-08-01,8281,unemp
UNEMPLOY,1980-09-01,8021,unemp
UNEMPLOY,1980-10-01,8088,unemp
UNEMPLOY,1980-11-01,8023,unemp
UNEMPLOY,1980-12-01,7718,unemp
UNEMPLOY,1981-01-01,8071,unemp
UNEMPLOY,1981-02-01,8051,unemp
UNEMPLOY,1981-03-01,7982,unemp
UNEMPLOY,1981-04-01,7869,unemp
UNEMPLOY,1981-05-01,8174,unemp
UNEMPLOY,1981-06-01,8098,unemp
UNEMPLOY,1981-07-01,7863,unemp
UNEMPLOY,1981-08-01,8036,unemp
UNEMPLOY,1981-09-01,8230,unemp
UNEMPLOY,1981-10-01,8646,unemp
UNEMPLOY,1981-11-01,9029,unemp
UNEMPLOY,1981-12-01,9267,unemp
UNEMPLOY,1982-01-01,9397,unemp
UNEMPLOY,1982-02-01,9705,unemp
UNEMPLOY,1982-03-01,9895,unemp
UNEMPLOY,1982-04-01,10244,unemp
UNEMPLOY,1982-05-01,10335,unemp
UNEMPLOY,1982-06-01,10538,unemp
UNEMPLOY,1982-07-01,10849,unemp
UNEMPLOY,1982-08-01,10881,unemp
UNEMPLOY,1982-09-01,11217,unemp
UNEMPLOY,1982-10-01,11529,unemp
UNEMPLOY,1982-11-01,11938,unemp
UNEMPLOY,1982-12-01,12051,unemp
UNEMPLOY,1983-01-01,11534,unemp
UNEMPLOY,1983-02-01,11545,unemp
UNEMPLOY,1983-03-01,11408,unemp
UNEMPLOY,1983-04-01,11268,unemp
UNEMPLOY,1983-05-01,11154,unemp
UNEMPLOY,1983-06-01,11246,unemp
UNEMPLOY,1983-07-01,10548,unemp
UNEMPLOY,1983-08-01,10623,unemp
UNEMPLOY,1983-09-01,10282,unemp
UNEMPLOY,1983-10-01,9887,unemp
UNEMPLOY,1983-11-01,9499,unemp
UNEMPLOY,1983-12-01,9331,unemp
UNEMPLOY,1984-01-01,9008,unemp
UNEMPLOY,1984-02-01,8791,unemp
UNEMPLOY,1984-03-01,8746,unemp
UNEMPLOY,1984-04-01,8762,unemp
UNEMPLOY,1984-05-01,8456,unemp
UNEMPLOY,1984-06-01,8226,unemp
UNEMPLOY,1984-07-01,8537,unemp
UNEMPLOY,1984-08-01,8519,unemp
UNEMPLOY,1984-09-01,8367,unemp
UNEMPLOY,1984-10-01,8381,unemp
UNEMPLOY,1984-11-01,8198,unemp
UNEMPLOY,1984-12-01,8358,unemp
UNEMPLOY,1985-01-01,8423,unemp
UNEMPLOY,1985-02-01,8321,unemp
UNEMPLOY,1985-03-01,8339,unemp
UNEMPLOY,1985-04-01,8395,unemp
UNEMPLOY,1985-05-01,8302,unemp
UNEMPLOY,1985-06-01,8460,unemp
UNEMPLOY,1985-07-01,8513,unemp
UNEMPLOY,1985-08-01,8196,unemp
UNEMPLOY,1985-09-01,8248,unemp
UNEMPLOY,1985-10-01,8298,unemp
UNEMPLOY,1985-11-01,8128,unemp
UNEMPLOY,1985-12-01,8138,unemp
UNEMPLOY,1986-01-01,7795,unemp
UNEMPLOY,1986-02-01,8402,unemp
UNEMPLOY,1986-03-01,8383,unemp
UNEMPLOY,1986-04-01,8364,unemp
UNEMPLOY,1986-05-01,8439,unemp
UNEMPLOY,1986-06-01,8508,unemp
UNEMPLOY,1986-07-01,8319,unemp
UNEMPLOY,1986-08-01,8135,unemp
UNEMPLOY,1986-09-01,8310,unemp
UNEMPLOY,1986-10-01,8243,unemp
UNEMPLOY,1986-11-01,8159,unemp
UNEMPLOY,1986-12-01,7883,unemp
UNEMPLOY,1987-01-01,7892,unemp
UNEMPLOY,1987-02-01,7865,unemp
UNEMPLOY,1987-03-01,7862,unemp
UNEMPLOY,1987-04-01,7542,unemp
UNEMPLOY,1987-05-01,7574,unemp
UNEMPLOY,1987-06-01,7398,unemp
UNEMPLOY,1987-07-01,7268,unemp
UNEMPLOY,1987-08-01,7261,unemp
UNEMPLOY,1987-09-01,7102,unemp
UNEMPLOY,1987-10-01,7227,unemp
UNEMPLOY,1987-11-01,7035,unemp
UNEMPLOY,1987-12-01,6936,unemp
UNEMPLOY,1988-01-01,6953,unemp
UNEMPLOY,1988-02-01,6929,unemp
UNEMPLOY,1988-03-01,6876,unemp
UNEMPLOY,1988-04-01,6601,unemp
UNEMPLOY,1988-05-01,6779,unemp
UNEMPLOY,1988-06-01,6546,unemp
UNEMPLOY,1988-07-01,6605,unemp
UNEMPLOY,1988-08-01,6843,unemp
UNEMPLOY,1988-09-01,6604,unemp
UNEMPLOY,1988-10-01,6568,unemp
UNEMPLOY,1988-11-01,6537,unemp
UNEMPLOY,1988-12-01,6518,unemp
UNEMPLOY,1989-01-01,6682,unemp
UNEMPLOY,1989-02-01,6359,unemp
UNEMPLOY,1989-03-01,6205,unemp
UNEMPLOY,1989-04-01,6468,unemp
UNEMPLOY,1989-05-01,6375,unemp
UNEMPLOY,1989-06-01,6577,unemp
UNEMPLOY,1989-07-01,6495,unemp
UNEMPLOY,1989-08-01,6511,unemp
UNEMPLOY,1989-09-01,6590,unemp
UNEMPLOY,1989-10-01,6630,unemp
UNEMPLOY,1989-11-01,6725,unemp
UNEMPLOY,1989-12-01,6667,unemp
UNEMPLOY,1990-01-01,6752,unemp
UNEMPLOY,1990-02-01,6651,unemp
UNEMPLOY,1990-03-01,6598,unemp
UNEMPLOY,1990-04-01,6797,unemp
UNEMPLOY,1990-05-01,6742,unemp
UNEMPLOY,1990-06-01,6590,unemp
UNEMPLOY,1990-07-01,6922,unemp
UNEMPLOY,1990-08-01,7188,unemp
UNEMPLOY,1990-09-01,7368,unemp
UNEMPLOY,1990-10-01,7459,unemp
UNEMPLOY,1990-11-01,7764,unemp
UNEMPLOY,1990-12-01,7901,unemp
UNEMPLOY,1991-01-01,8015,unemp
UNEMPLOY,1991-02-01,8265,unemp
UNEMPLOY,1991-03-01,8586,unemp
UNEMPLOY,1991-04-01,8439,unemp
UNEMPLOY,1991-05-01,8736,unemp
UNEMPLOY,1991-06-01,8692,unemp
UNEMPLOY,1991-07-01,8586,unemp
UNEMPLOY,1991-08-01,8666,unemp
UNEMPLOY,1991-09-01,8722,unemp
UNEMPLOY,1991-10-01,8842,unemp
UNEMPLOY,1991-11-01,8931,unemp
UNEMPLOY,1991-12-01,9198,unemp
UNEMPLOY,1992-01-01,9283,unemp
UNEMPLOY,1992-02-01,9454,unemp
UNEMPLOY,1992-03-01,9460,unemp
UNEMPLOY,1992-04-01,9415,unemp
UNEMPLOY,1992-05-01,9744,unemp
UNEMPLOY,1992-06-01,10040,unemp
UNEMPLOY,1992-07-01,9850,unemp
UNEMPLOY,1992-08-01,9787,unemp
UNEMPLOY,1992-09-01,9781,unemp
UNEMPLOY,1992-10-01,9398,unemp
UNEMPLOY,1992-11-01,9565,unemp
UNEMPLOY,1992-12-01,9557,unemp
UNEMPLOY,1993-01-01,9325,unemp
UNEMPLOY,1993-02-01,9183,unemp
UNEMPLOY,1993-03-01,9056,unemp
UNEMPLOY,1993-04-01,9110,unemp
UNEMPLOY,1993-05-01,9149,unemp
UNEMPLOY,1993-06-01,9121,unemp
UNEMPLOY,1993-07-01,8930,unemp
UNEMPLOY,1993-08-01,8763,unemp
UNEMPLOY,1993-09-01,8714,unemp
UNEMPLOY,1993-10-01,8750,unemp
UNEMPLOY,1993-11-01,8542,unemp
UNEMPLOY,1993-12-01,8477,unemp
UNEMPLOY,1994-01-01,8630,unemp
UNEMPLOY,1994-02-01,8583,unemp
UNEMPLOY,1994-03-01,8470,unemp
UNEMPLOY,1994-04-01,8331,unemp
UNEMPLOY,1994-05-01,7915,unemp
UNEMPLOY,1994-06-01,7927,unemp
UNEMPLOY,1994-07-01,7946,unemp
UNEMPLOY,1994-08-01,7933,unemp
UNEMPLOY,1994-09-01,7734,unemp
UNEMPLOY,1994-10-01,7632,unemp
UNEMPLOY,1994-11-01,7375,unemp
UNEMPLOY,1994-12-01,7230,unemp
UNEMPLOY,1995-01-01,7375,unemp
UNEMPLOY,1995-02-01,7187,unemp
UNEMPLOY,1995-03-01,7153,unemp
UNEMPLOY,1995-04-01,7645,unemp
UNEMPLOY,1995-05-01,7430,unemp
UNEMPLOY,1995-06-01,7427,unemp
UNEMPLOY,1995-07-01,7527,unemp
UNEMPLOY,1995-08-01,7484,unemp
UNEMPLOY,1995-09-01,7478,unemp
UNEMPLOY,1995-10-01,7328,unemp
UNEMPLOY,1995-11-01,7426,unemp
UNEMPLOY,1995-12-01,7423,unemp
UNEMPLOY,1996-01-01,7491,unemp
UNEMPLOY,1996-02-01,7313,unemp
UNEMPLOY,1996-03-01,7318,unemp
UNEMPLOY,1996-04-01,7415,unemp
UNEMPLOY,1996-05-01,7423,unemp
UNEMPLOY,1996-06-01,7095,unemp
UNEMPLOY,1996-07-01,7337,unemp
UNEMPLOY,1996-08-01,6882,unemp
UNEMPLOY,1996-09-01,6979,unemp
UNEMPLOY,1996-10-01,7031,unemp
UNEMPLOY,1996-11-01,7236,unemp
UNEMPLOY,1996-12-01,7253,unemp
UNEMPLOY,1997-01-01,7158,unemp
UNEMPLOY,1997-02-01,7102,unemp
UNEMPLOY,1997-03-01,7000,unemp
UNEMPLOY,1997-04-01,6873,unemp
UNEMPLOY,1997-05-01,6655,unemp
UNEMPLOY,1997-06-01,6799,unemp
UNEMPLOY,1997-07-01,6655,unemp
UNEMPLOY,1997-08-01,6608,unemp
UNEMPLOY,1997-09-01,6656,unemp
UNEMPLOY,1997-10-01,6454,unemp
UNEMPLOY,1997-11-01,6308,unemp
UNEMPLOY,1997-12-01,6476,unemp
UNEMPLOY,1998-01-01,6368,unemp
UNEMPLOY,1998-02-01,6306,unemp
UNEMPLOY,1998-03-01,6422,unemp
UNEMPLOY,1998-04-01,5941,unemp
UNEMPLOY,1998-05-01,6047,unemp
UNEMPLOY,1998-06-01,6212,unemp
UNEMPLOY,1998-07-01,6259,unemp
UNEMPLOY,1998-08-01,6179,unemp
UNEMPLOY,1998-09-01,6300,unemp
UNEMPLOY,1998-10-01,6280,unemp
UNEMPLOY,1998-11-01,6100,unemp
UNEMPLOY,1998-12-01,6032,unemp
UNEMPLOY,1999-01-01,5976,unemp
UNEMPLOY,1999-02-01,6111,unemp
UNEMPLOY,1999-03-01,5783,unemp
UNEMPLOY,1999-04-01,6004,unemp
UNEMPLOY,1999-05-01,5796,unemp
UNEMPLOY,1999-06-01,5951,unemp
UNEMPLOY,1999-07-01,6025,unemp
UNEMPLOY,1999-08-01,5838,unemp
UNEMPLOY,1999-09-01,5915,unemp
UNEMPLOY,1999-10-01,5778,unemp
UNEMPLOY,1999-11-01,5716,unemp
UNEMPLOY,1999-12-01,5653,unemp
UNEMPLOY,2000-01-01,5708,unemp
UNEMPLOY,2000-02-01,5858,unemp
UNEMPLOY,2000-03-01,5733,unemp
UNEMPLOY,2000-04-01,5481,unemp
UNEMPLOY,2000-05-01,5758,unemp
UNEMPLOY,2000-06-01,5651,unemp
UNEMPLOY,2000-07-01,5747,unemp
UNEMPLOY,2000-08-01,5853,unemp
UNEMPLOY,2000-09-01,5625,unemp
UNEMPLOY,2000-10-01,5534,unemp
UNEMPLOY,2000-11-01,5639,unemp
UNEMPLOY,2000-12-01,5634,unemp
UNEMPLOY,2001-01-01,6023,unemp
UNEMPLOY,2001-02-01,6089,unemp
UNEMPLOY,2001-03-01,6141,unemp
UNEMPLOY,2001-04-01,6271,unemp
UNEMPLOY,2001-05-01,6226,unemp
UNEMPLOY,2001-06-01,6484,unemp
UNEMPLOY,2001-07-01,6583,unemp
UNEMPLOY,2001-08-01,7042,unemp
UNEMPLOY,2001-09-01,7142,unemp
UNEMPLOY,2001-10-01,7694,unemp
UNEMPLOY,2001-11-01,8003,unemp
UNEMPLOY,2001-12-01,8258,unemp
UNEMPLOY,2002-01-01,8182,unemp
UNEMPLOY,2002-02-01,8215,unemp
UNEMPLOY,2002-03-01,8304,unemp
UNEMPLOY,2002-04-01,8599,unemp
UNEMPLOY,2002-05-01,8399,unemp
UNEMPLOY,2002-06-01,8393,unemp
UNEMPLOY,2002-07-01,8390,unemp
UNEMPLOY,2002-08-01,8304,unemp
UNEMPLOY,2002-09-01,8251,unemp
UNEMPLOY,2002-10-01,8307,unemp
UNEMPLOY,2002-11-01,8520,unemp
UNEMPLOY,2002-12-01,8640,unemp
UNEMPLOY,2003-01-01,8520,unemp
UNEMPLOY,2003-02-01,8618,unemp
UNEMPLOY,2003-03-01,8588,unemp
UNEMPLOY,2003-04-01,8842,unemp
UNEMPLOY,2003-05-01,8957,unemp
UNEMPLOY,2003-06-01,9266,unemp
UNEMPLOY,2003-07-01,9011,unemp
UNEMPLOY,2003-08-01,8896,unemp
UNEMPLOY,2003-09-01,8921,unemp
UNEMPLOY,2003-10-01,8732,unemp
UNEMPLOY,2003-11-01,8576,unemp
UNEMPLOY,2003-12-01,8317,unemp
UNEMPLOY,2004-01-01,8370,unemp
UNEMPLOY,2004-02-01,8167,unemp
UNEMPLOY,2004-03-01,8491,unemp
UNEMPLOY,2004-04-01,8170,unemp
UNEMPLOY,2004-05-01,8212,unemp
UNEMPLOY,2004-06-01,8286,unemp
UNEMPLOY,2004-07-01,8136,unemp
UNEMPLOY,2004-08-01,7990,unemp
UNEMPLOY,2004-09-01,7927,unemp
UNEMPLOY,2004-10-01,8061,unemp
UNEMPLOY,2004-11-01,7932,unemp
UNEMPLOY,2004-12-01,7934,unemp
UNEMPLOY,2005-01-01,7784,unemp
UNEMPLOY,2005-02-01,7980,unemp
UNEMPLOY,2005-03-01,7737,unemp
UNEMPLOY,2005-04-01,7672,unemp
UNEMPLOY,2005-05-01,7651,unemp
UNEMPLOY,2005-06-01,7524,unemp
UNEMPLOY,2005-07-01,7406,unemp
UNEMPLOY,2005-08-01,7345,unemp
UNEMPLOY,2005-09-01,7553,unemp
UNEMPLOY,2005-10-01,7453,unemp
UNEMPLOY,2005-11-01,7566,unemp
UNEMPLOY,2005-12-01,7279,unemp
UNEMPLOY,2006-01-01,7064,unemp
UNEMPLOY,2006-02-01,7184,unemp
UNEMPLOY,2006-03-01,7072,unemp
UNEMPLOY,2006-04-01,7120,unemp
UNEMPLOY,2006-05-01,6980,unemp
UNEMPLOY,2006-06-01,7001,unemp
UNEMPLOY,2006-07-01,7175,unemp
UNEMPLOY,2006-08-01,7091,unemp
UNEMPLOY,2006-09-01,6847,unemp
UNEMPLOY,2006-10-01,6727,unemp
UNEMPLOY,2006-11-01,6872,unemp
UNEMPLOY,2006-12-01,6762,unemp
UNEMPLOY,2007-01-01,7116,unemp
UNEMPLOY,2007-02-01,6927,unemp
UNEMPLOY,2007-03-01,6731,unemp
UNEMPLOY,2007-04-01,6850,unemp
UNEMPLOY,2007-05-01,6766,unemp
UNEMPLOY,2007-06-01,6979,unemp
UNEMPLOY,2007-07-01,7149,unemp
UNEMPLOY,2007-08-01,7067,unemp
UNEMPLOY,2007-09-01,7170,unemp
UNEMPLOY,2007-10-01,7237,unemp
UNEMPLOY,2007-11-01,7240,unemp
UNEMPLOY,2007-12-01,7645,unemp
UNEMPLOY,2008-01-01,7685,unemp
UNEMPLOY,2008-02-01,7497,unemp
UNEMPLOY,2008-03-01,7822,unemp
UNEMPLOY,2008-04-01,7637,unemp
UNEMPLOY,2008-05-01,8395,unemp
UNEMPLOY,2008-06-01,8575,unemp
UNEMPLOY,2008-07-01,8937,unemp
UNEMPLOY,2008-08-01,9438,unemp
UNEMPLOY,2008-09-01,9494,unemp
UNEMPLOY,2008-10-01,10074,unemp
UNEMPLOY,2008-11-01,10538,unemp
UNEMPLOY,2008-12-01,11286,unemp
UNEMPLOY,2009-01-01,12058,unemp
UNEMPLOY,2009-02-01,12898,unemp
